Player_name,NATIONALITY,team_name,international_matches,ipl_matches_older,ipl_matches_New,international_Inns,ipl_Inns_older,ipl_Inns_New,international_Runs,ipl_Runs_older,ipl_Runs_New,international_HS,ipl_HS_older,ipl_HS_New,international_Ave,ipl_Ave_older,ipl_Ave_New,international_BF,ipl_BF_older,ipl_BF_New,international_SR,ipl_SR_older,ipl_SR_New,international_Century,ipl_Century_older,ipl_Century_New,international_fifty,ipl_fifty_older,ipl_fifty_New,international_ducks,ipl_ducks_older,ipl_ducks_New,international_fours,ipl_fours_older,ipl_fours_New,international_sixes,ipl_sixes_older,ipl_sixes_New,international_dream_11_points,ipl_dream_11_points_older,ipl_dream_11_points_New,international_consistency,ipl_consistency_older,ipl_consistency_New,dream_11_points_final_points
PavanDeshpande,IND,RCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0
IshanPorel,IND,KXIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0
LNgidi,INT,CSK,16.0,0.0,4.0,4.0,0.0,0.0,7.0,0.0,0.0,4,0.0,0.0,2.33,0.0,0.0,15,0.0,0.0,46.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-6.0,-0.25,0.0,0.0,-0.08
ANortje,INT,DC,5.0,0.0,16.0,1.0,0.0,5.0,2.0,0.0,7.0,2,0.0,0.0,2,0.0,0.0,6,0.0,6.0,33.33,0.0,116.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,7.0,-4.0,0.0,1.4,-0.22
YSChahal,IND,RCB,48.0,42.0,43.0,4.0,10.0,6.0,5.0,15.0,7.0,3*,6.0,0.0,2.5,4.33,0.0,11,28.0,23.0,45.45,250.0,70.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,13.0,-11.0,-0.25,1.3,-1.83,-0.7
MAshwin,IND,KXIP,0.0,10.0,21.0,0.0,1.0,5.0,0.0,0.0,8.0,0,0.0,0.0,0,0.0,0.0,0,1.0,11.0,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,8.0,0.0,-8.0,1.6,-1.28
ASingh,IND,RR,0.0,23.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0,2.0,0.0,0,1.5,0.0,0,10.0,0.0,0.0,58.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.0,-6.0,0.0,-4.4,0.0,-1.32
SKaul,IND,SRH,3.0,21.0,25.0,0.0,4.0,6.0,0.0,9.0,3.0,0,9.0,0.0,0,0.0,0.0,0,13.0,15.0,0.0,177.76999999999998,21.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,3.0,-19.0,0.0,0.75,-3.17,-1.99
MPrasidhKrishna,IND,KKR,0.0,0.0,24.0,0.0,0.0,5.0,0.0,0.0,3.0,0,0.0,0.0,0,0.0,0.0,0,0.0,11.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0,0.0,0.0,-2.2,-2.2
MustafizurRahman,INT,RR,31.0,0.0,7.0,12.0,0.0,2.0,41.0,0.0,1.0,15,0.0,0.0,5.12,0.0,0.0,47,0.0,3.0,87.23,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,44.0,0.0,-11.0,3.67,0.0,-5.5,-2.75
KVSharma,IND,CSK,0.0,56.0,11.0,0.0,34.0,1.0,0.0,317.0,0.0,0,134.0,0.0,0,58.239999999999995,0.0,0,274.0,0.0,0.0,638.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,14.0,0.0,0.0,357.0,-12.0,0.0,10.5,-12.0,-5.25
ArshdeepSingh,IND,KXIP,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,-8.0,-8.0
